ID_Venta,Caballos_Fuerza,Precio_Catalogo_Original,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta,ID_Pais_Origen_x,ID_Tipo_Carroceria,ID_Tipo_Combustible,ID_Marca,ID_Pais_Origen_y,ID_Sede,ID_Ciudad_Sede
985,68,6511.0,4513,7573.0,218.0,2026-01-01,1,2,1,19,1,5,5
986,105,15271.0,10734,18144.0,132.0,2026-01-01,3,2,1,3,3,2,2
987,197,34034.0,20780,37369.0,67.0,2026-01-01,5,5,1,21,5,2,2
988,68,18769.0,13868,22492.0,130.0,2025-01-01,2,2,2,14,2,1,1
989,64,6799.0,5238,7350.0,204.0,2025-01-01,2,1,1,14,2,7,3
990,70,9109.0,6267,10195.0,134.0,2026-01-01,2,2,1,2,2,1,1
991,161,33666.0,21119,35217.0,75.0,2025-01-01,5,2,1,16,5,4,4
992,95,16887.0,11518,20509.0,148.0,2026-01-01,4,3,1,7,4,8,6
993,79,10505.0,6606,11688.0,145.0,2024-01-01,2,2,1,6,2,7,3
994,69,5324.0,3553,6438.0,185.0,2026-01-01,2,2,1,4,2,5,5
995,96,12456.0,8888,13746.0,156.0,2023-01-01,4,3,1,7,4,8,6
996,222,34395.0,20584,40562.0,23.0,2026-01-01,5,4,1,21,5,7,3
997,90,13298.0,9517,15321.0,121.0,2026-01-01,4,2,2,7,4,7,3
998,173,16943.0,10487,20220.0,171.0,2024-01-01,1,1,1,22,1,4,4
999,121,16353.0,9613,19460.0,146.0,2026-01-01,3,3,1,8,3,2,2
1000,163,19569.0,11642,21081.0,132.0,2025-01-01,2,1,1,4,2,5,5
